uid,title,score,members,popularity,cluster,cluster_label,reason
30279,Yuru Yuri San☆Hai!,8.01,83403,1310,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37786,Yagate Kimi ni Naru,8.01,126027,900,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31098,Ushio to Tora (TV) 2nd Season,8.01,85447,1282,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2618,Takarajima,8.01,11447,4101,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20815,Sekaiichi Hatsukoi: Valentine-hen,8.01,25044,2854,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
957,Saiunkoku Monogatari,8.01,70801,1485,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2159,Ookiku Furikabutte,8.01,71393,1474,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,8.01,15533,3624,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,8.01,52937,1826,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10721,Mawaru Penguindrum,8.01,221240,482,1,Mainstream / High Engagement,High members and concentrated popularity
36563,Megalo Box,8.01,245621,413,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6774,Kuuchuu Buranko,8.01,64443,1582,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
427,Kaleido Star,8.01,60584,1655,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2829,Ie Naki Ko Remy,8.01,12590,3933,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29093,Grisaia no Meikyuu: Caprice no Mayu 0,8.01,140846,793,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10643,Gintama: Dai Hanseikai,8.01,23908,2922,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31339,Drifters,8.01,322048,299,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
73,Full Metal Panic! The Second Raid,8.01,207982,520,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6438,Detective Conan OVA 09: The Stranger in 10 Years...,8.01,14804,3683,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23983,Fuichin-san,8.01,334,11929,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29893,Aria The Avvenire,8.01,17315,3441,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,8.02,34459,2374,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4106,Trigun: Badlands Rumble,8.02,98068,1117,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,8.02,28443,2647,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,8.02,34217,2377,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,8.02,16675,3497,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
339,Serial Experiments Lain,8.02,369716,241,1,Mainstream / High Engagement,High members and concentrated popularity
15689,Nekomonogatari: Kuro,8.02,329619,296,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1089,Macross: Do You Remember Love?,8.02,31220,2506,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
40211,Luo Xiao Hei Zhan Ji (Movie),8.03,1146,9257,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7711,Karigurashi no Arrietty,8.02,169912,644,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10080,Kami nomi zo Shiru Sekai II,8.02,281867,348,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
27989,Hibike! Euphonium,8.02,261912,378,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7338,Darker than Black: Kuro no Keiyakusha Gaiden,8.02,195048,552,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15,Eyeshield 21,8.02,126760,888,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
66,Azumanga Daioh,8.02,231367,450,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11113,Usagi Drop Specials,8.03,53221,1816,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2154,Tekkon Kinkreet,8.03,73698,1440,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28297,Ore Monogatari!!,8.03,373132,239,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30885,Noragami Aragoto OVA,8.03,142693,783,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31251,Mobile Suit Gundam: Iron-Blooded Orphans,8.03,129568,876,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33489,Little Witch Academia (TV),8.03,340616,283,1,Mainstream / High Engagement,High members and concentrated popularity
416,Kurenai no Buta,8.03,124150,904,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5678,Kobato.,8.03,123252,914,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9996,Hyouge Mono,8.03,18488,3325,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
645,Hikaru no Go: Hokuto Hai e no Michi,8.03,18531,3316,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21877,High Score Girl,8.03,101399,1101,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
122,Full Moon wo Sagashite,8.03,80316,1353,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35968,Wotaku ni Koi wa Muzukashii,8.04,307339,315,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
77,Mahou Shoujo Lyrical Nanoha A's,8.04,52796,1825,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31741,Magi: Sinbad no Bouken (TV),8.04,234179,446,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
11739,Kimi to Boku. 2,8.04,63315,1608,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
934,Higurashi no Naku Koro ni,8.04,530024,118,1,Mainstream / High Engagement,High members and concentrated popularity
18661,Kamisama Hajimemashita OVA,8.04,69499,1516,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
21855,Hanamonogatari,8.04,251188,397,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
268,Golden Boy,8.04,197055,545,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8.05,64269,1583,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
29803,Overlord,8.05,742933,65,1,Mainstream / High Engagement,High members and concentrated popularity
24997,Love Live! The School Idol Movie,8.05,82959,1318,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
17265,Log Horizon,8.05,695241,69,1,Mainstream / High Engagement,High members and concentrated popularity
4814,Junjou Romantica 2,8.05,124152,903,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.06,51472,1866,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
26213,Free!: Eternal Summer - Kindan no All Hard!,8.05,60916,1653,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37435,Carole & Tuesday,8.05,136078,824,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14075,Zetsuen no Tempest,8.06,411231,198,1,Mainstream / High Engagement,High members and concentrated popularity
21647,Tamako Love Story,8.06,172578,636,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9204,Omae Umasou da na,8.06,11330,4127,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5682,Phantom: Requiem for the Phantom,8.06,235408,436,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
10049,Nurarihyon no Mago: Sennen Makyou,8.06,116520,968,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14807,Kara no Kyoukai: Mirai Fukuin,8.06,70197,1500,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1530,Kanon (2006),8.06,211156,508,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33970,Girls & Panzer: Saishuushou Part 1,8.06,21880,3059,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.06,39842,2195,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,8.06,21501,3074,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
227,FLCL,8.06,498692,134,1,Mainstream / High Engagement,High members and concentrated popularity
34438,Code Geass: Hangyaku no Lelouch I - Koudou,8.06,48098,1964,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8.06,222105,477,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2563,Aria The OVA: Arietta,8.06,27857,2675,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,8.06,16218,3544,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
32995,Yuri!!! on Ice,8.07,383651,230,1,Mainstream / High Engagement,High members and concentrated popularity
1023,Wolf's Rain OVA,8.07,49582,1903,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8063,Sekaiichi Hatsukoi OVA,8.07,50754,1876,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
33926,Quanzhi Gaoshou,8.07,212909,507,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31490,One Piece Film: Gold,8.07,84699,1295,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,8.07,23288,2960,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
27831,Durarara!!x2 Ten,8.07,248893,404,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36896,Boku no Hero Academia the Movie 1: Futari no Hero,8.07,220604,490,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,8.07,168801,653,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1065,Touch,8.08,22589,3007,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.08,28114,2662,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,8.08,40885,2167,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
846,School Rumble Ni Gakki,8.08,121544,924,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36885,Saenai Heroine no Sodatekata Fine,8.06,39449,2210,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
8740,One Piece Film: Strong World Episode 0,8.08,54305,1793,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.08,5000,5844,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
81,Mobile Suit Gundam: The 08th MS Team,8.08,53542,1803,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
5029,Major Movie: Yuujou no Winning Shot,8.08,14778,3684,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
16001,Kokoro Connect: Michi Random,8.08,172996,632,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
2076,Kindaichi Shounen no Jikenbo,8.08,17025,3459,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9656,Kimi ni Todoke 2nd Season,8.08,269219,368,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
36963,IDOLiSH7 Vibrato,8.08,5366,5625,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
23289,Gekkan Shoujo Nozaki-kun,8.08,519868,123,1,Mainstream / High Engagement,High members and concentrated popularity
23199,Durarara!!x2 Shou,8.08,319956,305,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
4789,ef: A Tale of Melodies.,8.08,135194,828,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
25879,Working!!!,8.09,158921,699,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1943,Paprika,8.09,289048,333,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
37675,Overlord III,8.09,348792,273,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
7720,Ookiku Furikabutte: Natsu no Taikai-hen,8.09,31921,2469,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
1453,Maison Ikkoku,8.09,40874,2157,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
28725,Kokoro ga Sakebitagatterunda.,8.09,176401,619,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6045,Kimi ni Todoke,8.09,511507,127,1,Mainstream / High Engagement,High members and concentrated popularity
2004,Hanada Shounen-shi,8.09,10104,4324,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6421,Fullmetal Alchemist: Brotherhood Specials,8.09,106904,1036,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
31173,Akagami no Shirayuki-hime 2nd Season,8.09,182761,596,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.1,683483,74,1,Mainstream / High Engagement,High members and concentrated popularity
32615,Youjo Senki,8.1,419060,192,1,Mainstream / High Engagement,High members and concentrated popularity
16049,Toaru Kagaku no Railgun S,8.1,224991,473,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
35790,Tate no Yuusha no Nariagari,8.1,517005,128,1,Mainstream / High Engagement,High members and concentrated popularity
2150,Tanoshii Muumin Ikka,8.1,14065,3768,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
535,Slayers Next,8.1,53436,1807,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,8.1,70132,1495,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
30015,ReLIFE,8.1,533921,116,1,Mainstream / High Engagement,High members and concentrated popularity
31174,Osomatsu-san,8.1,117769,957,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
20507,Noragami,8.1,1125472,16,1,Mainstream / High Engagement,High members and concentrated popularity
851,Kyou kara Ore wa!!,8.1,17458,3419,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
12031,Kingdom,8.1,97155,1134,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
153,Juuni Kokuki,8.1,99034,1105,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
9963,Detective Conan Movie 15: Quarter of Silence,8.1,29059,2618,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
889,Black Lagoon,8.1,553392,111,1,Mainstream / High Engagement,High members and concentrated popularity
21469,Stand By Me Doraemon,8.11,16228,3565,0,Long-tail / Lower Engagement,Lower members and broader long-tail catalog
