cluster,cluster_size,score_mean,score_median,score_std,members_mean,members_median,popularity_mean,popularity_median
0,18913,6.3971533762408646,6.39,0.9812116663544327,22037.13509226458,2237.0,7879.611325543277,7699.0
1,398,8.230502512562813,8.25,0.4191658367928207,637706.7236180905,547934.0,175.54020100502512,112.5
