cluster,cluster_size,score_mean,score_median,score_std,members_mean,members_median,popularity_mean,popularity_median
0,268,8.287649253731344,8.274999999999999,0.44248370769156503,688259.9776119404,634428.0,239.61940298507463,86.5
1,19043,6.409232019064125,6.4,0.9886229625479815,25528.642440791893,2280.0,7826.116473244761,7641.0
